Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2025-09-29,Dumbbell Curl,Biceps,25.0,lbs,2,,,,""
2025-09-29,Overhead Press,Shoulders,20.0,lbs,8,,,,""
2025-09-29,Overhead Press,Shoulders,20.0,lbs,9,,,,""
2025-09-29,Overhead Press,Shoulders,25.0,lbs,6,,,,""
2025-10-02,Flat Barbell Bench Press,Chest,105.0,lbs,8,,,,""
2025-10-02,Flat Barbell Bench Press,Chest,105.0,lbs,6,,,,""
2025-10-02,Flat Barbell Bench Press,Chest,105.0,lbs,4,,,,""
2025-10-02,Lateral Dumbbell Raise,Shoulders,10.0,lbs,11,,,,""
2025-10-02,Lateral Dumbbell Raise,Shoulders,10.0,lbs,10,,,,""
2025-10-02,Lateral Dumbbell Raise,Shoulders,10.0,lbs,11,,,,""
2025-10-02,Dumbbell Curl,Biceps,20.0,lbs,10,,,,"Could have done more but stopped to have balance in exercise"
2025-10-02,Dumbbell Curl,Biceps,20.0,lbs,9,,,,""
2025-10-02,Dumbbell Curl,Biceps,20.0,lbs,5,,,,""
2025-10-02,Overhead Press,Shoulders,25.0,lbs,10,,,,""
2025-10-02,Overhead Press,Shoulders,25.0,lbs,8,,,,""
2025-10-02,Overhead Press,Shoulders,25.0,lbs,6,,,,""
2025-10-02,Incline Dumbbell Bench Press,Chest,25.0,lbs,4,,,,"Feeling triceps mainly, doing something wrong"
2025-10-02,Incline Dumbbell Bench Press,Chest,25.0,lbs,5,,,,"Was feeling chest but then switched to tricep??"
2025-10-02,Incline Dumbbell Bench Press,Chest,25.0,lbs,2,,,,"Unsure about the form"
2025-10-02,Cable Overhead Triceps Extension,Triceps,42.5,lbs,7,,,,""
2025-10-02,Cable Overhead Triceps Extension,Triceps,37.5,lbs,2,,,,""
2025-10-02,Cable Overhead Triceps Extension,Triceps,32.5,lbs,5,,,,""
2025-10-02,Wrist Curls In,Arms,25.0,lbs,21,,,,""
2025-10-02,Wrist Curls In,Arms,25.0,lbs,16,,,,""
2025-10-02,Wrist Curls In,Arms,15.0,lbs,27,,,,""
2025-10-03,Lat Pulldown,Back,85.0,lbs,10,,,,""
2025-10-03,Seated Cable Row,Back,60.0,lbs,12,,,,""
2025-10-03,Barbell Squat,Legs,95.0,lbs,11,,,,""
2025-10-03,Seated Cable Row,Back,70.0,lbs,10,,,,"Last rep i used my arms primarily"
2025-10-03,Seated Cable Row,Back,70.0,lbs,8,,,,""
2025-10-03,Lat Pulldown,Back,85.0,lbs,7,,,,"Forearms still an issue"
2025-10-03,Lat Pulldown,Back,85.0,lbs,8,,,,""
2025-10-03,Barbell Squat,Legs,95.0,lbs,11,,,,""
2025-10-03,Barbell Squat,Legs,100.0,lbs,8,,,,"Started feeling the takis chips i ate for morning"
2025-10-06,Dumbbell Curl,Biceps,20.0,lbs,12,,,,""
2025-10-06,Dumbbell Curl,Biceps,20.0,lbs,10,,,,""
2025-10-06,Dumbbell Curl,Biceps,20.0,lbs,8,,,,""
2025-10-06,Pull Up,Back,0.0,lbs,3,,,,""
2025-10-06,Assisted Pull Up,Back,65.0,lbs,10,,,,"Forearms tired out a lot"
2025-10-06,Assisted Pull Up,Back,65.0,lbs,5,,,,""
2025-10-06,Assisted Pull Up,Back,75.0,lbs,6,,,,""
2025-10-06,Flat Dumbbell Bench Press,Chest,30.0,lbs,12,,,,""
2025-10-06,Flat Dumbbell Bench Press,Chest,30.0,lbs,10,,,,""
2025-10-06,Flat Dumbbell Bench Press,Chest,30.0,lbs,8,,,,""
2025-10-08,Flat Barbell Bench Press,Chest,105.0,lbs,8,,,,""
2025-10-08,Flat Barbell Bench Press,Chest,105.0,lbs,6,,,,""
2025-10-08,Flat Barbell Bench Press,Chest,105.0,lbs,4,,,,""
2025-10-08,Assisted Pull Up,Back,70.0,lbs,12,,,,""
2025-10-08,Assisted Pull Up,Back,70.0,lbs,12,,,,""
2025-10-08,Assisted Pull Up,Back,65.0,lbs,8,,,,""
2025-10-08,Cable Overhead Triceps Extension,Triceps,35.0,lbs,8,,,,""
2025-10-08,Seated Cable Row,Back,70.0,lbs,8,,,,""
2025-10-08,Seated Cable Row,Back,55.0,lbs,12,,,,"Emphasis on form"
2025-10-08,Seated Cable Row,Back,60.0,lbs,8,,,,""
2025-10-08,Wrist Curls In,Arms,20.0,lbs,16,,,,""
2025-10-08,Wrist Curls In,Arms,20.0,lbs,15,,,,""
2025-10-08,Wrist Curls In,Arms,20.0,lbs,15,,,,""
2025-10-08,Cable Overhead Triceps Extension,Triceps,35.0,lbs,4,,,,""
2025-10-08,Cable Overhead Triceps Extension,Triceps,25.0,lbs,2,,,,""
2025-10-08,Cable Overhead Triceps Extension,Triceps,15.0,lbs,2,,,,""
2025-10-08,Cable Overhead Triceps Extension,Triceps,10.0,lbs,4,,,,""
2025-10-13,Barbell Squat,Legs,100.0,lbs,10,,,,""
2025-10-13,Barbell Squat,Legs,100.0,lbs,10,,,,""
2025-10-13,Barbell Squat,Legs,105.0,lbs,9,,,,""
2025-10-13,Overhead Press,Shoulders,30.0,lbs,8,,,,""
2025-10-13,Overhead Press,Shoulders,30.0,lbs,6,,,,""
2025-10-13,Overhead Press,Shoulders,30.0,lbs,5,,,,""
2025-10-13,Lateral Dumbbell Raise,Shoulders,10.0,lbs,15,,,,""
2025-10-13,Lateral Dumbbell Raise,Shoulders,10.0,lbs,15,,,,""
2025-10-13,Lateral Dumbbell Raise,Shoulders,10.0,lbs,12,,,,""
2025-10-13,Seated Leg Curl Machine,Legs,45.0,lbs,12,,,,""
2025-10-13,Seated Leg Curl Machine,Legs,45.0,lbs,10,,,,"I would stop for a second at the point of least resistance and then do the next rep"
2025-10-13,Seated Leg Curl Machine,Legs,45.0,lbs,10,,,,"Had to explode up on last two reps"
2025-10-13,Cable Overhead Triceps Extension,Triceps,37.5,lbs,7,,,,""
2025-10-13,Cable Overhead Triceps Extension,Triceps,37.5,lbs,5,,,,""
2025-10-13,Cable Overhead Triceps Extension,Triceps,22.5,lbs,8,,,,""
2025-10-13,Hanging Leg Raise,Abs,0.0,lbs,10,,,,"It's bodyweight"
2025-10-13,Hanging Leg Raise,Abs,0.0,lbs,8,,,,""
2025-10-13,Hanging Leg Raise,Abs,0.0,lbs,4,,,,"Time under tension and i notice that once i reach the height where i feel my abs being used I immediately am forced to go down"
2025-10-20,Overhead Press,Shoulders,30.0,lbs,10,,,,""
2025-10-20,Overhead Press,Shoulders,30.0,lbs,8,,,,""
2025-10-20,Overhead Press,Shoulders,30.0,lbs,5,,,,""
2025-10-20,Lateral Dumbbell Raise,Shoulders,15.0,lbs,10,,,,""
2025-10-20,Lateral Dumbbell Raise,Shoulders,15.0,lbs,8,,,,""
2025-10-20,Lateral Dumbbell Raise,Shoulders,15.0,lbs,6,,,,""
2025-10-20,Barbell Squat,Legs,105.0,lbs,10,,,,""
2025-10-20,Barbell Squat,Legs,105.0,lbs,10,,,,""
2025-10-20,Barbell Squat,Legs,105.0,lbs,10,,,,""
2025-10-20,Cable Overhead Triceps Extension,Triceps,20.0,lbs,9,,,,"Left shoulder cuff area felt a twinge of pain at 37.5 so I lowered for safety"
2025-10-20,Cable Overhead Triceps Extension,Triceps,20.0,lbs,11,,,,""
2025-10-20,Cable Overhead Triceps Extension,Triceps,20.0,lbs,5,,,,"Substantially harder now. Maybe the form is more strict now?"
2025-10-20,Seated Leg Curl Machine,Legs,45.0,lbs,12,,,,""
2025-10-20,Seated Leg Curl Machine,Legs,45.0,lbs,10,,,,"3-3-4 seat all the way up, toes pointed up"
2025-10-20,Seated Leg Curl Machine,Legs,45.0,lbs,10,,,,""
2025-10-20,Hanging Leg Raise,Abs,0.0,lbs,10,,,,""
2025-10-20,Hanging Leg Raise,Abs,0.0,lbs,10,,,,""
2025-10-20,Hanging Leg Raise,Abs,0.0,lbs,10,,,,""
2025-10-20,Flat Barbell Bench Press,Chest,105.0,lbs,6,,,,"Failed at 6reps, was the last exercise of my workout"
2025-10-20,Flat Barbell Bench Press,Chest,105.0,lbs,4,,,,""
2025-10-20,Flat Barbell Bench Press,Chest,105.0,lbs,4,,,,""
2025-10-30,Flat Barbell Bench Press,Chest,105.0,lbs,8,,,,""
2025-10-30,Flat Barbell Bench Press,Chest,105.0,lbs,7,,,,"7th rep was hard as hell"
2025-10-30,Flat Barbell Bench Press,Chest,105.0,lbs,4,,,,""
2025-10-30,Seated Cable Row,Back,75.0,lbs,10,,,,"Long attachment, form is off"
2025-10-30,Seated Cable Row,Back,75.0,lbs,6,,,,"Changed to proper attachment, too weak to do properly"
2025-10-30,Seated Cable Row,Back,75.0,lbs,7,,,,"Not strong enough, forearms also gave out pretty much too"
2025-10-30,Dumbbell Curl,Biceps,25.0,lbs,6,,,,""
2025-10-30,Dumbbell Curl,Biceps,25.0,lbs,2,,,,"Not completing third set due to inability to do more than 2 reps"
2025-10-30,Assisted Pull Up,Back,60.0,lbs,10,,,,"Forearms were noticeably tiring out"
2025-10-30,Assisted Pull Up,Back,60.0,lbs,6,,,,"100%, my forearms are tiring. The muscles on the side of my palm are tiring out"
2025-10-30,Assisted Pull Up,Back,70.0,lbs,7,,,,""
2025-11-03,Barbell Squat,Legs,110.0,lbs,10,,,,""
2025-11-03,Barbell Squat,Legs,110.0,lbs,10,,,,""
2025-11-03,Barbell Squat,Legs,110.0,lbs,10,,,,""
2025-11-03,Lateral Dumbbell Raise,Shoulders,17.5,lbs,10,,,,""
2025-11-03,Lateral Dumbbell Raise,Shoulders,17.5,lbs,8,,,,""
2025-11-03,Lateral Dumbbell Raise,Shoulders,17.5,lbs,6,,,,""
2025-11-03,Overhead Press,Shoulders,35.0,lbs,7,,,,""
2025-11-03,Overhead Press,Shoulders,35.0,lbs,4,,,,""
2025-11-03,Overhead Press,Shoulders,35.0,lbs,3,,,,""
2025-11-03,Cable Overhead Triceps Extension,Triceps,30.0,lbs,8,,,,""
2025-11-03,Cable Overhead Triceps Extension,Triceps,30.0,lbs,5,,,,""
2025-11-03,Cable Overhead Triceps Extension,Triceps,20.0,lbs,8,,,,""
2025-11-07,Flat Barbell Bench Press,Chest,105.0,lbs,8,,,,""
2025-11-07,Flat Barbell Bench Press,Chest,105.0,lbs,7,,,,""
2025-11-07,Flat Barbell Bench Press,Chest,105.0,lbs,4,,,,"Tried rep 5 but failed"
2025-11-07,Seated Cable Row,Back,70.0,lbs,12,,,,"I have the strength to do 70 confidently weirdly enough"
2025-11-07,Seated Cable Row,Back,75.0,lbs,12,,,,"What is going on!! I feel my arms at the very end from my grip getting more tired"
2025-11-07,Seated Cable Row,Back,80.0,lbs,8,,,,""
2025-11-07,Dumbbell Curl,Biceps,25.0,lbs,7,,,,""
2025-11-07,Dumbbell Curl,Biceps,25.0,lbs,2,,,,""
2025-11-11,Overhead Press,Shoulders,35.0,lbs,9,,,,""
2025-11-11,Overhead Press,Shoulders,35.0,lbs,5,,,,""
2025-11-11,Overhead Press,Shoulders,35.0,lbs,4,,,,""
2025-11-11,Cable Overhead Triceps Extension,Triceps,27.5,lbs,10,,,,""
2025-11-11,Cable Overhead Triceps Extension,Triceps,27.5,lbs,8,,,,"Grabbing the ball part. Pushing woth my thumbs in an in and out method to get full triceps use"
2025-11-11,Cable Overhead Triceps Extension,Triceps,27.5,lbs,6,,,,""
2025-11-11,Lateral Dumbbell Raise,Shoulders,17.5,lbs,7,,,,"Changed the ordering today"
2025-11-11,Lateral Dumbbell Raise,Shoulders,17.5,lbs,5,,,,"Can't complete a 6th rep"
2025-11-11,Lateral Dumbbell Raise,Shoulders,17.5,lbs,4,,,,""
2025-11-11,Lateral Dumbbell Raise,Shoulders,10.0,lbs,10,,,,"Did right after 3rd set to really max out my gains"
2025-11-11,Seated Leg Curl Machine,Legs,50.0,lbs,10,,,,""
2025-11-11,Seated Leg Curl Machine,Legs,50.0,lbs,10,,,,"Feel a stretch, indicates I need to literally stretch my calves more lol. Could have done more"
2025-11-11,Seated Leg Curl Machine,Legs,57.5,lbs,10,,,,""
2025-11-11,Leg Extension Machine,Legs,70.0,lbs,10,,,,""
2025-11-11,Leg Extension Machine,Legs,70.0,lbs,10,,,,""
2025-11-11,Leg Extension Machine,Legs,70.0,lbs,10,,,,""
2025-11-11,Pull Up,Back,0.0,lbs,4,,,,"My grip strength is stopping me from more reps"
2025-11-11,Pull Up,Back,0.0,lbs,5,,,,"Went through my reps quicker but steady to get more reps in before my arms fatigued. Also used death grip since it's less grip strength reliant"
2025-11-11,Pull Up,Back,0.0,lbs,3,,,,""
2025-11-11,Wrist Curls In,Arms,25.0,lbs,8,,,,""
2025-11-11,Wrist Curls In,Arms,25.0,lbs,8,,,,""
2025-11-11,Wrist Curls In,Arms,25.0,lbs,5,,,,""
2025-11-11,Wrist Curls In,Arms,25.0,lbs,1,,,,"Hold for as long as possible"
2025-11-11,Hanging Leg Raise,Abs,0.0,lbs,10,,,,"I feel it more in my abs, not having my legs not fully straightened, feel it more on the way down"
2025-11-11,Hanging Leg Raise,Abs,0.0,lbs,9,,,,""
2025-11-11,Hanging Leg Raise,Abs,0.0,lbs,10,,,,"Form started getting sloppy, i got tired"
2025-11-13,Flat Barbell Bench Press,Chest,105.0,lbs,8,,,,""
2025-11-13,Flat Barbell Bench Press,Chest,105.0,lbs,7,,,,""
2025-11-13,Flat Barbell Bench Press,Chest,105.0,lbs,6,,,,""
2025-11-13,Assisted Pull Up,Back,60.0,lbs,12,,,,"Easier if i have my thumbs like a sideways thumbs up into the bar"
2025-11-13,Assisted Pull Up,Back,60.0,lbs,7,,,,"Didn't push as hard as possible. Drank water just before set and mental is worse than usual"
2025-11-13,Assisted Pull Up,Back,60.0,lbs,7,,,,""
2025-11-13,Seated Cable Row,Back,75.0,lbs,12,,,,"Forearms were getting tired so i loosened the grip but pulled for back the same way"
2025-11-13,Seated Cable Row,Back,75.0,lbs,11,,,,""
2025-11-13,Seated Cable Row,Back,75.0,lbs,8,,,,""
2025-11-13,Dumbbell Curl,Biceps,25.0,lbs,8,,,,""
2025-11-13,Dumbbell Curl,Biceps,25.0,lbs,5,,,,""
2025-11-13,Dumbbell Curl,Biceps,25.0,lbs,4,,,,""
2025-11-18,Flat Barbell Bench Press,Chest,105.0,lbs,9,,,,""
2025-11-18,Flat Barbell Bench Press,Chest,105.0,lbs,7,,,,""
2025-11-18,Flat Barbell Bench Press,Chest,105.0,lbs,6,,,,""
2025-11-18,Cable Overhead Triceps Extension,Triceps,30.0,lbs,6,,,,""
2025-11-18,Cable Overhead Triceps Extension,Triceps,30.0,lbs,6,,,,""
2025-11-18,Cable Overhead Triceps Extension,Triceps,30.0,lbs,5,,,,""
2025-11-18,Lateral Dumbbell Raise,Shoulders,15.0,lbs,9,,,,""
2025-11-18,Lateral Dumbbell Raise,Shoulders,10.0,lbs,5,,,,"Having a hard time pushing myself today"
2025-11-18,Lateral Dumbbell Raise,Shoulders,10.0,lbs,7,,,,""
2025-12-01,Flat Barbell Bench Press,Chest,105.0,lbs,7,,,,""
2025-12-01,Flat Barbell Bench Press,Chest,105.0,lbs,5,,,,""
2025-12-01,Flat Barbell Bench Press,Chest,105.0,lbs,4,,,,""
2025-12-01,Overhead Press,Shoulders,35.0,lbs,6,,,,""
2025-12-01,Overhead Press,Shoulders,35.0,lbs,5,,,,""
2025-12-01,Overhead Press,Shoulders,35.0,lbs,4,,,,""
2025-12-01,Dumbbell Curl,Biceps,25.0,lbs,8,,,,""
2025-12-01,Dumbbell Curl,Biceps,25.0,lbs,7,,,,""
2025-12-01,Dumbbell Curl,Biceps,25.0,lbs,5,,,,""
2025-12-04,Overhead Press,Shoulders,35.0,lbs,10,,,,""
2025-12-04,Overhead Press,Shoulders,35.0,lbs,8,,,,""
2025-12-04,Overhead Press,Shoulders,35.0,lbs,6,,,,""
2025-12-04,Seated Cable Row,Back,80.0,lbs,12,,,,""
2025-12-04,Seated Cable Row,Back,85.0,lbs,10,,,,"Grip loosened quite a bit on the last 3-4 reps"
2025-12-04,Seated Cable Row,Back,85.0,lbs,7,,,,""
2025-12-04,Cable Overhead Triceps Extension,Triceps,30.0,lbs,10,,,,"Not grabbing ball anymore, flexing abs, feels different"
2025-12-04,Cable Overhead Triceps Extension,Triceps,30.0,lbs,8,,,,""
2025-12-04,Cable Overhead Triceps Extension,Triceps,30.0,lbs,5,,,,""
2025-12-04,Cable Overhead Triceps Extension,Triceps,20.0,lbs,3,,,,"Drop set, no rest before this set"
2025-12-04,Cable Overhead Triceps Extension,Triceps,10.0,lbs,8,,,,"Drop set, no rest before this set"
2025-12-04,Dumbbell Curl,Biceps,25.0,lbs,10,,,,""
2025-12-04,Dumbbell Curl,Biceps,25.0,lbs,5,,,,""
2025-12-04,Dumbbell Curl,Biceps,25.0,lbs,4,,,,""
2025-12-04,Dumbbell Curl,Biceps,15.0,lbs,5,,,,"Drop set, no rest before this set"
2025-12-04,Dumbbell Curl,Biceps,10.0,lbs,8,,,,"Drop set, no rest before this set"
2025-12-04,Flat Barbell Bench Press,Chest,105.0,lbs,7,,,,"Almost had 8!! I was halfway there!! Have to bring bar higher towards my actual chest, otherwise I risk injury on shoulder"
2025-12-04,Flat Barbell Bench Press,Chest,105.0,lbs,4,,,,""
2025-12-04,Flat Barbell Bench Press,Chest,105.0,lbs,3,,,,""
2025-12-12,Flat Barbell Bench Press,Chest,105.0,lbs,9,,,,""
2025-12-12,Flat Barbell Bench Press,Chest,105.0,lbs,7,,,,""
2025-12-12,Flat Barbell Bench Press,Chest,105.0,lbs,5,,,,""
2025-12-12,Dumbbell Curl,Biceps,25.0,lbs,10,,,,""
2025-12-12,Dumbbell Curl,Biceps,25.0,lbs,8,,,,""
2025-12-12,Dumbbell Curl,Biceps,25.0,lbs,6,,,,""
2025-12-12,Overhead Press,Shoulders,35.0,lbs,7,,,,"After bench press and dumbbells curls, definitely fatigued"
2025-12-12,Overhead Press,Shoulders,35.0,lbs,5,,,,""
2025-12-12,Overhead Press,Shoulders,35.0,lbs,4,,,,""
2025-12-12,Lat Pulldown,Back,85.0,lbs,8,,,,"Forearms are definitely still a problem"
2025-12-12,Lat Pulldown,Back,85.0,lbs,6,,,,""
2025-12-12,Lat Pulldown,Back,85.0,lbs,5,,,,""
2025-12-12,Seated Cable Row,Back,90.0,lbs,7,,,,""
2025-12-12,Seated Cable Row,Back,90.0,lbs,5,,,,""
2025-12-12,Seated Cable Row,Back,90.0,lbs,5,,,,""
2025-12-12,Cable Overhead Triceps Extension,Triceps,35.0,lbs,8,,,,""
2025-12-12,Cable Overhead Triceps Extension,Triceps,35.0,lbs,5,,,,""
2025-12-12,Cable Overhead Triceps Extension,Triceps,25.0,lbs,3,,,,""
2025-12-12,Cable Overhead Triceps Extension,Triceps,15.0,lbs,5,,,,""
2025-12-12,Seated Chess Press,Chest,70.0,lbs,8,,,,"Holding for 5 seconds at peak of exercise to increase time under tension"
2025-12-12,Seated Chess Press,Chest,70.0,lbs,8,,,,""
2025-12-12,Seated Chess Press,Chest,70.0,lbs,7,,,,""
2025-12-17,Barbell Squat,Legs,45.0,lbs,8,,,,"Warm up, height is now 13, guard 4"
2025-12-17,Barbell Squat,Legs,110.0,lbs,10,,,,""
2025-12-17,Barbell Squat,Legs,115.0,lbs,10,,,,"Last reps were pretty hard"
